text,emoji,target
Air Slash / Air Cutter ( IV : 67 % - CP : <UNK> - L : 12 ) until <UNK> : <UNK>,♀,♀
Oh ! I snapped this while Jungkook was snapping the guys during prep . Enjoy #ARMY !,✌,✌
Point . Set . CHAMPIONSHIP . ( For a <UNK> time . ),🏆,🏆
I thought that said <UNK> ... got me hype that ripped my soul out when I read it again,😂,😂
"I've never been so wrecked , I need my bed",☹☹,☹
"Hate it for the rest of the country , the National Championship is being played in Alabama right now ! What a game !",🏈🏆🏈,🏈
"Black ppl are being sold in Tripoli , Libya at $ 400 . widely to help let the world know to rescue fellow blacks .",💔,💔
"See you in a bowl , <UNK> performance at <UNK> for win No . 9 of the season :",💪,💪
Thank you so much,😭❤,❤
Collin Sexton ( x 29 points & ice in the <UNK> .,🐘⬇📸,📸
KNOW ME ! ! !,😂😂😂,😂
<UNK>,♏❤✨,✨
They be praying and waiting for the <UNK> I swear,🙌,🙌
1 am thoughts on a cold hella room with <UNK> <UNK> ’ s,🎧😌,😌
"Before you park it on that couch to watch #LivePD , go ahead and do your <UNK> ! <UNK> your & ! …",🚗🏠,🏠
"<UNK> John <UNK> , won't be caught wearing the <UNK> on the wrong foot",🤣,🤣
"I only have eyes for my boyfriend , all you others are",🤢🚮,🚮
[ 11/25 / 17 ] I'll be live <UNK> <UNK> from The EℓyXiOn D2 as a thread Reply Quote,💌✖✔,✔
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
"Black ppl are being sold in Tripoli , Libya at $ 400 . widely to help let the world know to rescue fellow blacks .",💔,💔
never speak on what i know .,💯,💯
Dear Maria count me in,👆,👆
<UNK> + wall : 1 Me : 0 That's what I get for not paying attention . Thanks mom for the bright idea of moving it .,🙃,🙃
Salah not celebrating as a mark of respect for the tragic events in <UNK> .,🙏👏,👏
No ! ! ! <UNK> ’ s boy is sick too ! ! get well babes ! ! !,💙,💙
Tomorrow ! ! !,🎤⬇,⬇
<UNK> and living my best,😂🤘,🤘
Thank you Lord for another year !,🌸✨,✨
This should be the Time Magazine person of the year !,👇👇👇,👇
I just need to sleep for a week,😩,😩
"by 2020 , ain't nobody gonna give a shit about whatever old ass white working class …",💯,💯
<UNK> ' <UNK> ! ! Great play ! Second <UNK> killing it ! GO <UNK> GO ! ! <UNK>,👍,👍
Leave your negative thoughts to yourself . God has a plan for,❗🙏💯,💯
<UNK> S / O,🖤,🖤
I love <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> I wanna meet him personally :(,🍅,🍅
THE WAY HIS <UNK> DONT SHOW BECAUSE THE <UNK> IS SO BIG,😭😭😭,😭
"#BTSARMY , MASS streaming for "" MIC Drop ( Steve Aoki Remix ) "" has Can …",❗❗❗👐,👐
"2017 taught me that no matter how funny a tweet is , the comment section is <UNK>",😂,😂
0 M <UNK>,🔥🔥🔥🔥🔥🔥🔥🔥,🔥
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
Can ’ t wait to watch this ! <UNK> !,😍,😍
With my socks off and the fan on,😂,😂
cough cough christmas . cough cough I like <UNK> presents * Drops hint,🎁🎄,🎄
Auburn fans getting stuck in the <UNK>,😂😂😂😂,😂
Thank you <UNK>,😁😁,😁
shows what <UNK> <UNK> does . I hope the <UNK> Army can take back,🔴🔵🔶🔸🔵🔴,🔴
Another <UNK> <UNK> restaurant on my <UNK> <UNK> <UNK> this <UNK> is really …,😋,😋
"His <UNK> soft face and <UNK> eyes in the last one - take me out , son",😭,😭
75 % off and free shipping ? I ’ d die of happiness if my man got this for * drops hint *,😍😍😍👉,👉
<UNK> On / / <UNK> <UNK> feat . <UNK> <UNK> <UNK> <UNK>,📷,📷
Fury Cutter / Air Cutter ( IV : 36 % - CP : <UNK> - L : 11 ) until <UNK> : <UNK>,♂,♂
PLEASE HELP ME FIND MY SON Last seen : Houston Texas . any info call 2244788207,‼‼‼,‼
Congratulations to our brother Kevin <UNK> and the rest of the squad for the HUGE win today <UNK>,😩‼🕊,🕊
I miss you too,😭,😭
Pure <UNK> . Makeup By <UNK> rocks <UNK> <UNK> in shade <UNK> . <UNK> <UNK>,👄,👄
Little bitch you really below me how tf you gone <UNK> me,😂,😂
My body about to be <UNK> for the new year,💪💪,💪
"Mase and Allen <UNK> , <UNK>",🔥,🔥
17 years down,⬇,⬇
Man ! I ’ m mad asf my shit not working now,🤬,🤬
<UNK> Life <UNK> : The <UNK> Before The Storm,🕵♂,♂
Be,✌,✌
<UNK> WHEN HE <UNK> HIS <UNK> OWN <UNK> ( REAL <UNK> ☆ <UNK> <UNK> ) ! !,😅💸,💸
<UNK> : Make your house feel warm and <UNK> Get yours on sale now at <UNK>,🔥,🔥
Literally at such a great time in my life right now .,😍😍😍,😍
One strip of LEDs used to make amazing 3D images ... Is this the dawn of hologram,🤔,🤔
OFF ! ! Black Friday Extended APE REVERSIBLE GOLD WINDBREAKER ! [ LIMITED STOCK ] FREE SHIPPING,💥💥🎄🔥🔥🌍,🌍
Planning this Spring Break trip is damn near <UNK> with these <UNK>,🤦♀😂,😂
Wallets ! EPI LEATHER 75 % OFF Black Friday Extended Sale . FREE SHIPPING ! ( Limited Stock ) …,🔥🔥💥💥😍🎄🌍,🌍
"Yeah , but I was more worried about the <UNK> <UNK>",😱😱😱,😱
i ’ m the only one at home rn,😭😭,😭
dont forget to look out the <UNK> please,🌼,🌼
The cup is back in its <UNK> home in <UNK> bye bye,😈🏆😘😘,😘
<UNK> <UNK> . <UNK> <UNK> <UNK> . <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> …,😼,😼
<UNK> <UNK> makes <UNK> craziest cakes .,🎂,🎂
e n d h e l rts and faves do rtxrt ( dm me ) My birthday is coming ! Please rt and fave this as your <UNK> …,🚨🚨💕💕,💕
I love being <UNK> lmao our food is too damn good,🤤,🤤
Ugh I'm gonna miss my her to <UNK>,😩,😩
<UNK> wait until NCAA <UNK> ( 3 on 5 ) comes out,😂,😂
"Sir you said "" Hina the show isn't about you "" But You yourself is making the show about by <UNK> …",😏,😏
"<UNK> pls help me w this rt deal ! Pls help a poor army I do rtxrt so pls help me Btw , <UNK> for the rt …",😭,😭
I just added this to my closet on Poshmark : <UNK> lipstick,💄,💄
he claps like an <UNK> <UNK> oh my,💛,💛
At the hospital for my <UNK>,🙃😞,😞
no <UNK> bro rich and <UNK> sound sexy af in early morning <UNK> got me,😩,😩
i hate boys,👏👏👏👏,👏
Looks like they're selling <UNK> <UNK> already ! Get your <UNK>,😂,😂
ACTOR DO KYUNGSOO AWARDS 2017 Baeksang Arts Awards ー Popularity Award Film Shining Star Awards ー New …,🏆🏆,🏆
ima smoke a blunt n go to work,✌,✌
I couldn ’ t control myself not to cry while watching this,😭,😭
THIS GIF IS SO <UNK> NY <UNK> LOOK AT <UNK> <UNK>,💞💞🧡💗💛💖💙💘❣💖💛💞🧡💞💖💚💖,💖
it's the same for me it's ok ! i enjoy reading what you write ~,😂,😂
"This old lady is really <UNK> my <UNK> , and I don ’ t even know how to be mean to her",🤦♂,♂
DAY 6 - <UNK> <UNK> ( <UNK> ) THANK YOU LOVE #SHI2017 <UNK>,💕💕💕💕,💕
<UNK> <UNK> ' <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> …,😍😂,😂
if a bitch text my man at 1 or 2am she must want problems .. bitch fuck you got to say to him that late ? <UNK> hoe https …,😂,😂
wouldn ’ t hurt to have a fine ass nigga bring me my bottle,🧐,🧐
Wallets ! EPI LEATHER 75 % OFF Black Friday Extended Sale . FREE SHIPPING ! ( Limited Stock ) …,🔥🔥💥💥😍🎄🌍,🌍
War for the <UNK> of the <UNK> then bed .,🦍,🦍
Notice he uses his <UNK> when he wants <UNK> black & he <UNK> his wig <UNK> an on …,🤡🤔,🤔
<UNK> and <UNK> love is love,💕,💕
<UNK> <UNK>,❌❌,❌
Walking the strip,🌊,🌊
@ The <UNK> <UNK>,♨,♨
This man just threw the flag at the ref,😂,😂
This is a ( Middle <UNK> ) Some people might try and <UNK> you its a ( Wave ) But it ’ s a 100 % a You …,🖕👋🖕,🖕
rt for 14 ffs - not alot but legit - must b <UNK>,🍒🍒,🍒
is a rock star,😁,😁
IT ’ S OVER ! SAVE <UNK> <UNK> ! THE <UNK> ARE <UNK> CLASSIC CHAMPIONS !,🏆,🏆
Bitches be really fighting over a nigga to prove a point but real man wouldn't put you in that type of position .,🗣,🗣
Who y ’ all wanna see me <UNK> with <UNK>,🤔,🤔
"happy thanksgiving , twitter fam .",♥,♥
i got moved to the middle of nowhere so even my <UNK> friends aren't able to do <UNK> friend things w me anymore,😐,😐
GA WIN ★ Shadow <UNK> | Tiger Tooth in 24hr ! -> Go,🏆⏱⌛,⌛
Some very happy customers ! they said !,🌲,🌲
It is really cute . I want all of them,❤❤,❤
OFF ! ! Black Friday Extended APE REVERSIBLE GOLD WINDBREAKER ! [ LIMITED STOCK ] FREE SHIPPING,💥💥🎄🔥🔥🌍,🌍
<UNK> NEWS <UNK> runs <UNK> #BlackFriday show <UNK> #FakeNews #MAGA <UNK> the <UNK> & …,🔥🔥🔥,🔥
Wonderful Movie and,❤,❤
Yeah I haven ’ t been having an <UNK> for anything lately . When I try to eat I ’ ll take a few <UNK> and push my plate away .,🙄,🙄
<UNK> excited,😆😆,😆
<UNK> slept for 12 hours and woke up to,🍵,🍵
I think you said it ... lol !,🤣😢😥😜,😜
"#BTSARMY , MASS streaming for "" MIC Drop ( Steve Aoki Remix ) "" has Can …",❗❗❗👐,👐
BTS <UNK> <UNK> Thread One <UNK> & <UNK>,🌿,🌿
That ’ s what a <UNK> is for . And who ’ s the car in the <UNK> the man or the female ?,🤔,🤔
"I wanna be in love all over like you fix me , I fix you ; we work on each other & build . lets be about each other fuck everyone",😬😍💯,💯
[ 171126 <UNK> KST ] <UNK> <UNK> followers stats Naver - <UNK> K <UNK> - <UNK> k <UNK> - <UNK> Instagram - <UNK> k YouTube …,✨,✨
A <UNK> & <UNK> <UNK> sounds nice,🤗,🤗
"It's Sunday guys , stay blessed",😄😄😄,😄
<UNK> no one can be this stupid,🤪😂,😂
i don ’ t even remember how we got to <UNK>,😩😩😩😩,😩
"My computer once beat me at <UNK> , but it was no match for me at",😏,😏
Too cute to eat,💕😍,😍
rt Help me guys get a ... BTS 2018 <UNK> ! ! rts and FAV saved accs Nov 30 Thank …,💞💞💜💜💜,💜
Let me <UNK> on this <UNK> thing,🤷♀,♀
<UNK> <UNK> YOU ’ <UNK> SO <UNK> <UNK>,😍😍,😍
60 % Of my followers <UNK> ’ t tweeted since <UNK> ... you ’ re outta here !,😂✌,✌
Lol this is,😆,😆
Still trending like a <UNK> 7 YEARS FOR ORANGE,😎😎,😎
Lmfao he was over it,😂😂,😂
.,❤,❤
11 . Virgo girls : • own kind of beauty • good at analyzing people • fun asf to be around • takes care of you • fun to …,👅,👅
<UNK> a <UNK> with The <UNK> ! It's <UNK> !,😀🕵,🕵
<UNK> . 17 - met my king ( ft . ),💙,💙
Loving that dick too much <UNK> #Squirt #porn #sex #xxx #GirlsThatSquirt,💦💦,💦
Gaskin #PurpleReign,🔥🔥🔥,🔥
"Me on my Wedding Day , knowing I'm marrying the love of my life",😋💕,💕
Blessed Day ! Let's continue to support our <UNK> ng Pilipinas ! #MissUniverse #Philippines,👼,👼
ส ู ้ <UNK> ้ <UNK>,❤❤❤,❤
Already,💪💯,💯
Isn't it just terrible to see the Swamp critters tearing each other apart ?,👍,👍
<UNK> to the <UNK> finals when we only had 3 guys playing <UNK>,😂😂,😂
E <UNK> : <UNK> % ( <UNK> / 9 ) <UNK> <UNK> <UNK> <UNK> / <UNK> until <UNK> : 43 ( 29m <UNK> ),♀,♀
Rancho Hills : Farfetch'd til <UNK> : <UNK> ( 25m <UNK> ) .,♀,♀
Dear All fans Let's take it seriously and make it huge success Tomorrow 10 AM . A welcome Tag ( P …,📣💪💪,💪
<UNK> coming soon,❤,❤
Why the hell are we <UNK> this to even happen,😡😡,😡
#ARMYxAMAs ! There are still #BTSxAMAs pins and patches available . Get them here,➡,➡
BTS x <UNK> . (,📸,📸
Here is another photo doesn't want to be retweeted ! ! Don't dare retweet,😉😉,😉
No invite,🤦♂,♂
My aunt from Florida and my aunt from Georgia are making it up for Christmas and my heart couldn ’ t be more full,❤,❤
<UNK> <UNK> ( <UNK> ) scored a goal . <UNK> are winning 4 to 1 . <UNK> #NHL <UNK> <UNK>,🔥🏒🥅,🥅
"Nope , not today",🙅♀,♀
But family comes first man I ️ understand .,🤘,🤘
De nd,😍😍😍❤❤,❤
You have been assigned this mountain to show others it can be moved .,✨,✨
the,💉,💉
"* gets mad at boyfriend * Him : I know you can't stay mad at me Me : Yes I Him : Okay , then look at me Me :",🙄,🙄
watch this ! ! !,💯,💯
This is why we post what's not really happening . Keep them <UNK>,🤣,🤣
Cute bottom boy,💋💋,💋
"I may not be your best fan , but I have the best idol in the world",❤,❤
Crazy part is I want to drink,😂😂,😂
"<UNK> Album • <UNK> RTs • 100 likes <UNK> : Nov . 30 , 2017 Thank you ate",🐳😊💕,💕
Oh he <UNK> it in private . It MUST be true then . He has NO <UNK> to lie,🙄🙄🙄,🙄
Looking at my concert tickets so <UNK> excited for my 2nd <UNK>,🕺❄🌨🌬⛄☃🎄,🎄
I was hoping to see an <UNK> giving him the <UNK> like the gal on the <UNK> did !,🚴,🚴
Check out what I'm selling on my shop,💸,💸
1 : Retweet 2 : Follow all that Like & 3 : Follow back all that follow 4 : Turn my notifications on 5 : <UNK> …,✅✅✅,✅
Good morning to all ...,😘😘😘,😘
"last chance mia , <UNK> , <UNK> get your <UNK> edition <UNK> Train Awards swag now from Walmart and tweet …",🚨🚨💯,💯
Can't wait for this,👪❤,❤
Modi <UNK> Has Spent $ 25 <UNK> On <UNK> <UNK> Campaign But There's No Difference on the <UNK> WHO / UN …,💰,💰
mood asf,😩,😩
Them that cross state line and come to Dallas,😂,😂
"I love my best <UNK> , she knows how to cheer my ass up .",😌,😌
Me in <UNK> lol fuck I still have to make up this class,😅,😅
Thanks for the retweet I really appreciate it . Have a good day . ! !,💕,💕
<UNK> <UNK> soon <UNK> <UNK> By football Easy way is to get people from that community on pitch as much as …,🌈,🌈
* more,🦗,🦗
The shit I see on twitter really be having me dead,😂,😂
I know that you're a little <UNK> pero pls . <UNK> mo <UNK> <UNK>,😑,😑
<UNK> : Farfetch'd til <UNK> : 21 ( 28m <UNK> ) .,♀,♀
This glunt is the best thing I ’ ve ever smoked out of Use code “ <UNK> ” to save 10 % https : …,😭🖐,🖐
Doug Jones <UNK> : deserves quality <UNK> health care . must raise the <UNK> <UNK> to a <UNK> …,🔹🔹,🔹
when,😂,😂
i jus want my baby right now fuck everything,😕,😕
"No bullshit , that is my favorite part",😍😍😍,😍
Gaining Time • Retweet • Like • Follow everyone who retweets and likes this • Follow back • Don't follow to unfollow <UNK> …,🐯,🐯
Lost in Disneyland but turned in to Lost & Found ! <UNK> .,🏰,🏰
I ’ m always skeptical to try new things but after reading Katie ’ s story I was so inspired . She ’ s a,🙌🤓,🤓
<UNK>,👌,👌
"#BTSARMY , MASS streaming for "" MIC Drop ( Steve Aoki Remix ) "" has Can …",❗❗❗👐,👐
I hate this time,🙄,🙄
follow my <UNK>,💯💯💯💯💯💯,💯
When the only person you know at the party is social anxiety ... and you find someone else with it,😂,😂
spring day : spring <UNK> snow : winter autumn leaves : autumn,🌸🍃🌷🌸🍃🌷🌸🍃🌷🌸🍃🌷🌸🌷🍃🌸🌷🍃🌸🍃🌷🌸🍃🌷❄☃☁❄☃☁❄☃☁❄☃☁❄☃☁❄☃☁❄☃☁❄☃☁🍁,🍁
Let ’ s be putting out <UNK> in our <UNK> pls !,😐😐,😐
I wanna wish an amazing birthday to my favourite human being hope Cali is <UNK> you well !,❣,❣
<UNK> ... I long for the days when the <UNK> was only a hair cut that looked amazing on <UNK> <UNK> and <UNK>,😓,😓
"Today Compete for "" The Most Handsome "" Chanyeol ( | | Jimin ( |",👥📣🏆,🏆
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
"if it's meant to be , it'll happen .",😉,😉
<UNK> <UNK> <UNK> <UNK> <UNK> <UNK> ke No surprise,😷,😷
HOT <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> #sex #gay,🔥🔥,🔥
